Stage:,14
Ave speed:,70
Distance:,11.71
Total:,75.92
,
1,0.00
2,2.23
3,2.55
4,3.22
5,3.71
6,6.49
7,9.33
8,11.13
9,11.71
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
