Stage:,2
Ave speed:,40
Distance:,1.80
Total:,15.92
,
1,0.00
2,0.29
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
